id,parsed_text,propaganda,language_code
1755,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 19.30 09.09.2022 г.

♦️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более СТА ДЕСЯТИ боеприпасов из танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.

💥Огонь велся по районам ТРИНАДЦАТИ населённых пунктов Республики. В результате обстрелов ТРОЕ мирных жителей погибли и ДВАДЦАТЬ получили ранения. Повреждено ПЯТНАДЦАТЬ домостроений и ДЕВЯТЬ объектов гражданской инфраструктуры.

❗️Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

‼️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми. 

🕯С прискорбием сообщаем, что при исполнении воинского долга в борьбе за независимость СЕМЕРО защитников Донецкой Народной Республики погибли, ПЯТНАДЦАТЬ получили ранения.

❗️Выражаем искренние соболезнования родным и близким погибших.",t,rus
1756,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 09.09.2022 г.

♦️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

♦️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ДЕВЯНОСТО ЧЕТЫРЕ единицы боеприпасов из реактивных систем залпового огня «Град», танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли и ДВЕНАДЦАТЬ получили ранения. Повреждено ДВАДЦАТЬ ОДНО домостроение и ТРИ объекта гражданской инфраструктуры.

❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

🔷Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ 122-мм гаубицы Д-30, ОДИН БпЛА «Фурия» и ТРИ БТР. Подавлена огневая точка противника в районе н.п. Первомайское и более 20 человек личного состава.

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1793,"В Рязанской области запретили запускать беспилотники

Как сообщил губернатор региона Павел Малков, запрет не будет касаться органов государственной власти и местного самоуправления.

Меры необходимы для усиления охраны общественного порядка и обеспечения безопасности. Ограничения введены до снятия режима повышенной готовности.

Подписывайтесь на «Абзац»",t,rus
1897,"❗️Пять человек погибли в результате пожара в ресторанном комплексе в Костроме

Подписывайтесь на «Абзац»",t,rus
1758,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 08.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДВАДЦАТЬ СЕМЬ единиц боеприпасов из ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.
💥Огонь велся по районам СЕМИ населённых пунктов Республики. В результате обстрелов ПЯТЬ мирных жителей получили ранения. Повреждено ШЕСТНАДЦАТЬ домостроений и ТРИ объекта гражданской инфраструктуры.
♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВА бронетранспортёра, ЧЕТЫРЕ единицы специальной автомобильной техники, ДВЕ артиллерийские установки и до 45 человек личного состава.

 ‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.

 🔹Поздравляю всех жителей с 79-й годовщиной освобождения Донбасса от немецко-фашистских захватчиков!
🔹Сегодня, как и в 1941 году фашизм пытается покорить Донбасс. Наши современные герои повторяют подвиги наших дедов, не на жизнь, а на смерть стоят на защите Республики, делая все возможное по освобождению нашей родной земли.
🔹За мир на Донецкой земле и в современном мире плечом к плечу с нами стоят наши братья со всей России. Победа будет за нами!!! С праздником!",t,rus
1759,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 19.30 07.09.2022 г.

⚠️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более СТА СЕМИДЕСЯТИ боеприпасов из ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов. 

💥Огонь велся по районам СЕМИ населённых пунктов Республики. В результате обстрелов ЧЕТВЕРО мирных жителей получили ранения. Повреждено ЧЕТЫРНАДЦАТЬ домостроений и ДВА объекта гражданской инфраструктуры. 

🔻Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

❗️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми.  

‼️С прискорбием сообщаем, что при исполнении воинского долга в борьбе за независимость ПЯТЬ защитников Донецкой Народной Республики погибли, ВОСЕМЬ получили ранения.
Выражаем искренние соболезнования родным и близким погибших.",t,rus
1760,"​⚡️Наталья Никонорова приняла участие в брифинге касательно реорганизации представительств Республик в СЦКК

Сегодня, 7 сентября, состоялся брифинг по случаю преобразования действующих в ЛДНР представительств в СЦКК в представительства Республик в Совместном центре контроля и координации вопросов, связанных с военными преступлениями Украины, и правового закрепления соответствующего функционала. 

📌 В мероприятии приняли участие Министр иностранных дел ДНР Наталья Никонорова, заместитель руководителя Представительства ДНР в СЦКК Наталья Шуткина, руководитель и заместитель руководителя Представительства ЛНР в СЦКК  полковник Михаил Филипоненко и Роман Иванов соответственно, а также французский документалист, бывший военнослужащий 🇫🇷Франции Адриан Боке. 

Основные тезисы выступления Министра иностранных дел ДНР Натальи Никоноровой: 

🔹в Положениях Представительств закреплен спектр вопросов, которыми они фактически занимаются с начала СВО и будут заниматься в дальнейшем уже на новом уровне полномочий и задач;

🔹в реалиях спонсируемой коллективным Западом интенсивной вооруженной агрессии Украины против мирного населения Донбасса команды Представительств Республик продолжили свою работу по фиксации, документированию и обнародованию последствий вооруженной агрессии Киева;

🔹 преступления против человечности, как и военные преступления не имеют срока давности, а значит привлечение виновных к ответственности не потеряет своей актуальности;

🔹мы сделаем все возможное, чтобы каждое злодеяние украинского режима на земле Донбасса было зафиксировано и расследовано;

🔹касательно Специальной комиссии по фиксации и сбору доказательств преступлений украинской власти в Донбассе отмечу, что за 6 лет работы мы собрали более 35 тысяч доказательств преступлений украинской власти в Донбассе по категориям: погибшие гражданские лица (1135 записей), раненые гражданские лица (4342 записи), погибшие дети (127 записей), раненые дети (483 записи), пленные и незаконно удерживаемые украинской стороной граждане (86 записей), разрушение жилых домостроений и объектов инфраструктуры (28987 записей);

🔹мы  в полной мере осознали огромный масштаб документирования военных преступлений Украины, а та чудовищная интенсивность обстрелов сегодня говорит о необходимости нарастить усилия по фиксации фактов военных преступлений, привлечь к этому процессу профильных специалистов и экспертов;

🔹именно с этой целью руководство Республик решило преобразовать СЦКК и закрепить за Представительствами обновленный функционал, а также передать имеющуюся у Специальной комиссии базу данных для ее дальнейшего формирования и администрирования.

📣 Также Наталья Никонорова обратилась с призывом к представителям освобожденных от киевского режима территорий присоединиться к общему, важному делу по документированию военных преступлений украинской власти:

 «Открывайте свои представительства в СЦКК и начинайте сбор доказательств злодеяний украинского режима на ваших территориях.  Мы с коллегами, со своей стороны, готовы оказать всю необходимую поддержку и содействие по этому направлению. Все собранные СЦКК данные мы направляем в Министерство иностранных дел Российской Федерации, во внешнеполитические ведомства других стран, в международные организации, комитеты, институции».

☝️В завершение своей речи Министр поблагодарила иностранных журналистов, в частности гражданина Франции Андриана Боке, за то, что они приезжают в Республику, чтобы своими глазами увидеть, как живет Донбасс под обстрелами украинских боевиков, а также выразила уважение и восхищение высокому профессионализму и самоотдаче сотрудников Представительств Республик в их напряженной, ответственной и опасной службе.",t,rus
1761,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 07.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО СЕМЬДЕСЯТ ВОСЕМЬ единиц боеприпасов из ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.

💥Огонь велся по районам СЕМИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель погиб, ЧЕТВЕРО получили ранения. Повреждено ТРИНАДЦАТЬ домостроений и ДВА объекта гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ОДНУ установку РСЗО БМ-21 «Град», ЧЕТЫРЕ бронированных автомобиля и более ПЯТНАДЦАТИ человек личного состава.

❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.

‼️Обращаемся ко всем гражданам, если Вы стали очевидцами преступлений украинских боевиков, постарайтесь скрытно провести видео или фото фиксацию данных фактов, не подвергая себя опасности. Мы гарантируем Вам анонимность. После отправки указанной информации через официальный бот (@nmdnr_bot) обратной связи Народной милиции ДНР в приложении «Телеграм», данные материалы будут использованы в качестве доказательной базы для наказания украинских военных преступников по всей строгости закона.",t,rus
1794,"ФСБ задержала украинских диверсантов, планировавших теракты против членов администрации Херсонской области

Как сообщает ведомство, арестованы девять граждан Украины, их кураторы находятся за пределами России.

Диверсанты заминировали автомобиль и планировали совершить покушение на сотрудников администрации. В ходе обысков были изъяты три самодельных взрывных устройства, гранаты, а также 5 кг пластида.

Подписывайтесь на «Абзац»",t,rus
1763,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 06.09.2022 г.

♦️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

♦️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ПЯТЬДЕСЯТ ВОСЕМЬ единиц боеприпасов из танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.

💥Огонь велся по районам ШЕСТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей получили ранения различной степени тяжести. Повреждено ПЯТНАДЦАТЬ домостроений и ТРИ объекта гражданской инфраструктуры.

❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

🔷Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ установки РСЗО БМ-21 «Град», ОДИН танк и ОДИН грузовой автомобиль. Подавлены ДВЕ огневые точки противника в районах н.п. Авдеевка и Первомайское и более ДВАДЦАТИ человек личного состава.

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1765,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 05.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ДЕВЯНОСТО ДЕВЯТЬ единиц боеприпасов из реактивных систем залпового огня «Град», танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.
💥Огонь велся по районам ОДИННАДЦАТИ населённых пунктов Республики. В результате обстрелов ЧЕТВЕРО мирных жителей получили ранения различной степени тяжести. Повреждено ВОСЕМНАДЦАТЬ домостроений.
🔻Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВА танка, ДВА бронетранспортера, ОДИН грузовой автомобиль, ДВЕ единицы специальной автомобильной техники и до СОРОКА человек личного состава.

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1795,"Обыск в квартире Дёмушкина связан с уголовным делом

Как сообщил адвокат националиста Олег Колесников, бывший организатор «Русских маршей» проходит свидетелем.

По словам Колесникова, Дёмушкин сам согласился на обыск без присутствия адвокатов.

Подписывайтесь на «Абзац»",t,rus
1825,"Около 80 тысяч мобилизованных граждан сейчас находятся в зоне проведения специальной операции, из них около 50 тысяч принимают участие в боевых действиях

Об этом заявил Владимир Путин. Он также призвал чиновников проявлять внимание ко всем мобилизованным, где бы они ни находились – на полигонах или в зоне боевых действий.

Подписывайтесь на «Абзац»",t,rus
1826,"❗️ Путин заявил, что планирует лично обсудить с россиянами, как обстоит ситуация с поддержкой мобилизованных

Подписывайтесь на «Абзац»",t,rus
1767,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 04.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ СОРОК ОДНУ единицу боеприпасов из реактивных систем залпового огня «Град», танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов.

💥Огонь велся по районам ВОСЬМИ населённых пунктов Республики. В результате обстрелов ДЕСЯТЬ мирных жителей получили ранения различной степени тяжести. Повреждено ДВАДЦАТЬ ТРИ домостроения и ТРИНАДЦАТЬ объектов гражданской инфраструктуры. 

🔻Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ОДИН танк,  ДВА грузовых автомобиля и более ДВАДЦАТИ человек личного состава. 

❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.

♦️Обращаемся ко всем гражданам, если Вы стали очевидцами преступлений украинских боевиков, постарайтесь скрытно провести видео или фото фиксацию данных фактов, не подвергая себя опасности. Мы гарантируем Вам анонимность. После отправки указанной информации через официальный бот (@nmdnr_bot) обратной связи Народной милиции ДНР в приложении «Телеграм», данные материалы будут использованы в качестве доказательной базы для наказания украинских военных преступников по всей строгости закона.",t,rus
1769,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 03.09.2022 г.

♦️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДЕВЯНОСТО ТРИ единицы боеприпасов из реактивных систем залпового огня «Град», танков, ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.

💥Огонь велся по районам ВОСЬМИ населённых пунктов Республики. В результате обстрелов ШЕСТЬ мирных жителей погибли, СЕМНАДЦАТЬ получили ранения. Повреждено ТРИДЦАТЬ домостроений и ТРИНАДЦАТЬ объектов гражданской инфраструктуры.

❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

🔷Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено вражеское вооружение и военная техника: две артиллерийские установки, БпЛА, СЕМЬ единиц специальной и автомобильной техники. Потери среди личного состава противника составили более 20 националистов.

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1796,"В России не поддержали идею вернуть двухлетнюю срочную службу

Как пишут «Ведомости», инициативу не одобрили ни в Минобороны РФ, ни в администрации президента. Основной упор будет сделан на качественную подготовку военных.

Ранее вернуть двухлетнюю срочную службу предложил сенатор Владимир Джабаров. Против инициативы высказались сенатор Андрей Клишас и ряд депутатов. Как подчёркивал пресс-секретарь президента Дмитрий Песков, ключевой в данном вопросе будет позиция Минобороны РФ.

Подписывайтесь на «Абзац»",t,rus
1771,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 02.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
♦️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ТРИСТА ТРИДЦАТЬ ДЕВЯТЬ единиц боеприпасов из реактивных систем залпового огня «Град», танков, ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.
💥Огонь велся по районам ТРИНАДЦАТИ населённых пунктов Республики. В результате обстрелов ТРИ мирных жителя погибли, ВОСЕМЬ получили ранения. Повреждено ДВАДЦАТЬ ОДНО домостроение и ТРИНАДЦАТЬ объектов гражданской инфраструктуры.
❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

 ❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено вражеское вооружение и военная техника: танк, ДВЕ огневые позиции 120 миномётов, ДВА БпЛА, ЧЕТЫРЕ бронетранспортера. Потери среди личного состава противника составили более 40 националистов.

 🔻В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1772,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 19.30 01.09.2022 г.

‼️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более ДВУХСОТ ПЯТИДЕСЯТИ боеприпасов из реактивных систем залпового огня БМ-21 «Град», ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов. 

💥Огонь велся по районам ОДИННАДЦАТИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель получил ранения. При выполнении служебных задач в н.п. Рубцы, группировка сил и средств МЧС ДНР попала под артиллерийский огонь ВФУ, в результате чего ТРИННАДЦАТЬ человек личного состава погибли, еще ДЕВЯТЬ получили ранения различной степени тяжести.

❗️В результате обстрелов повреждено ОДИННАДЦАТЬ домостроений и ВОСЕМЬ объектов гражданской инфраструктуры. 
Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

♦️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми.  

‼️С прискорбием сообщаем, что при исполнении воинского долга в борьбе за независимость ПЯТЬ защитников Донецкой Народной Республики погибли, ДВЕНАДЦАТЬ получили ранения.
Выражаем искренние соболезнования родным и близким погибших.",t,rus
1773,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 01.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

♦️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ЧЕТЫРЕСТА ДВАДЦАТЬ ВОСЕМЬ единиц боеприпасов из реактивных систем залпового огня «Град», ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.

💥Огонь велся по районам ОДИННАДЦАТИ населённых пунктов Республики. В результате обстрелов ЧЕТЫРЕ мирных жителя погибли, ДВАДЦАТЬ получили ранения. Повреждено ДВАДЦАТЬ ПЯТЬ домостроений и СЕМЬ объектов гражданской инфраструктуры. 

❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено вражеское вооружение и военная техника: установка РСЗО БМ – 21 «Град», ТРИ БпЛА, ЧЕТЫРЕ бронированные машины, а также ДВЕ машины подвоза боеприпасов. Потери среди личного состава противника составили более 30 националистов. 

🔻В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.

‼️Обращаемся ко всем гражданам, если Вы стали очевидцами преступлений украинских боевиков, постарайтесь скрытно провести видео или фото фиксацию данных фактов, не подвергая себя опасности. Мы гарантируем Вам анонимность. После отправки указанной информации через официальный бот (@nmdnr_bot) обратной связи Народной милиции ДНР в приложении «Телеграм», данные материалы будут использованы в качестве доказательной базы для наказания украинских военных преступников по всей строгости закона.",t,rus
1797,"Минобороны РФ опровергло информацию о высоких потерях среди мобилизованных под Макеевкой

Как сообщает ведомство, все сообщения подобного характера являются преднамеренной дезинформацией и специально продвигаются Киевом и западными союзниками Украины. 

Главная цель заказчиков – дискредитация российских вооружённых сил.

Подписывайтесь на «Абзац»",t,rus
1775,"⭐️🕙⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 31.08.2022 г.

♦️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДВАДЦАТЬ ДВЕ единицы боеприпасов из реактивных систем залпового огня «Град», ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.

💥Огонь велся по районам ДВЕНАДЦАТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли, ДЕСЯТЬ получили ранения. Повреждено ДВАДЦАТЬ домостроений и ШЕСТЬ объектов гражданской инфраструктуры.

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

🔷Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено вражеское вооружение и военная техника: 155-мм гаубица М777, танк, ТРИ 120-мм миномёта, ДВА грузовых автомобиля с боекомплектом. Потери среди личного состава противника составили более 20 националистов.

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
